stm_car_user,Status,Date,ID,Title,Tipo,stm_genuine_price,Marca,Modelo,Versao,ymfc,"Ano Modelo",mileage,Cambio,Combustivel,Cor,Portas,Estilo,additional_features,"Image URL",Content,"Post Type",stm_car_location,stm_lat_car_admin,stm_lng_car_admin,car_mark_as_sold,registration_date,sale_price,"Author ID",vin_number,Motor,title_custom,km_custom,"OP custom"
3,publish,20210310,23526,"Honda Civic",Usado,38900,Honda,Civic,,2008,2008,128823,Automático,Flex,Preto,4,Sedan,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Bancos em couro","http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.42.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.42-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.41.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.42-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.43-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.43.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.43-4.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.43-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.44-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.44-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.44-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.42.44.jpeg","HONDA CIVIC LXS 1.8 AUTOMÁTICO ANO 2008/2008 - R$ 38.900
- ar-condicionado
- direção hidráulica
- computador de bordo
- cd player com MP3
- alarme 
- vidros elétricos dianteiros
- vidros elétricos traseiros
- travas elétricas
- retrovisores  elétrico
- Faróis de neblina 
- airbag motorista
- airbag passageiro 
- freios ABS 
- volante com regulagem de altura 
- banco do motorista com regulagem de altura 
- bancos de couro
- cinto de três pontos
- encosto cabeça traseiro
- desemb. traseiro
- porta mala elétrico
- roda liga leve - 205/ 55 R16
- KM - 128823
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão",listings,UNAI-MG,,,on,,,3,"1.8 LXS",1.8,"Honda Civic  1.8 LXS     ",128823,"ABS|Air bag|Alarme|Ar condicionado|Bancos em couro|Direção hidráulica|Rodas de liga leve|Som mp3|Trava elétrica|Vidro elétrico"
3,publish,20210310,23540,"Hyundai HB20S",Usado,48900,Hyundai,HB20S,,2014,2014,91273,Automático,Flex,Branco,4,Sedan,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.35.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.34.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.34-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.35-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.35-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.35-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.36-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.36-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.36-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.36.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.37-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-05-at-07.41.37.jpeg","HB20S 1.6 COMFORT STYLE AUTOMÁTICO ANO 2014/2014 - R$ 48.900
- ar-condicionado
- direção hidráulica
- computador de bordo 
- cd player com MP3 
- Comando de  áudio no volante
- alarme 
- vidros elétricos dianteiros
- vidros elétricos traseiros
- travas elétricas
- retrovisores  elétrico
- Faróis de neblina 
- airbag motorista
- airbag passageiro 
- freios ABS 
- volante com regulagem de altura 
- banco do motorista com regulagem de altura 
- encosto cabeça traseiro
- desemb. traseiro
- sensor de estacionamento traserio
- roda liga leve - 175/ 70 R14
- KM - 91273
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão",listings,UNAI-MG,,,on,,,3,"1.6 Comfort Style",1.6,"Hyundai HB20S  1.6 Comfort Style    ",91273,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
3,publish,20210312,23604,"Volkswagen Gol",Usado,21900.00,Volkswagen,Gol,,2008,2008,122887,Manual,Flex,Preto,,Hatchback,"Ar condicionado,Direção hidráulica,Vidro elétrico, Som mp3","http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-12-at-10.28.33-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-12-at-10.28.33-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-12-at-10.28.33.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-12-at-10.28.33-6.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-12-at-10.28.33-8.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-12-at-10.28.33-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-12-at-10.28.33-4.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-12-at-10.28.33-9.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-12-at-10.28.33-5.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-12-at-10.28.33-7.jpeg","GOL 1.0 GIV FLEX ANO 2008/2008 - R$ 21.900
OBS: imposto exercício de 2021 - pago
- ar-condicionado
- direção hidráulica
- cd player com MP3
- vidros elétricos dianteiros
- desemb. traseiro
- limpador do vidro traseiro
- 4  pneus novos
- KM - 122887
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão",listings,UNAI-MG,,,on,,,3,,1.0,"Volkswagen Gol  1.0",122887,"Ar condicionado|Direção hidráulica|Som mp3|Vidro elétrico"
46,publish,20210317,23664,"Volkswagen Saveiro",Usado,67900,Volkswagen,Saveiro,,2015,2016,71345,Manual,Flex,Vermelho,2,Picape,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2021/03/ED38FFD1-28D9-40EE-A5EE-B7921622C04A.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/D8CC0A57-F18F-4B4E-B51F-5BE9C2CCD060.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/73B15E92-42C9-466E-95C9-B18F119FA1BB.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/4E67C901-463D-4AAF-98E3-D755FF75EBE7.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/C693DC0C-D4C6-4710-8FDF-DDDF07139526.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/258B457A-71BC-43C2-B79D-E8C1B0340B25.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/2E874BCD-5D90-4D72-A71A-9F7A465501F7.jpeg",N/A,listings,Unai,,,on,,,46,"Cross CD",1.6,"Volkswagen Saveiro  1.6 Cross CD     ",71345,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
3,publish,20210319,23709,"Chevrolet Celta",Usado,20900,Chevrolet,Celta,,2011,2012,63678,Manual,Flex,Preto,4,Hatchback,"Vidro elétrico,Trava elétrica, Rodas de liga leve","http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.42-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.42-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.42.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.42-4.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.42-5.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.42-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.42-7.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.42-9.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.43.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.42-6.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.42-8.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.16.44.jpeg","CELTA LT 1.0 FLEX 4PORTAS ANO 2011/2012 - R$ 20.900
- cd player com MP3 
- vidros elétricos dianteiros
- travas elétricas 
- encosto de cabeça banco traseiro
- limpador vidro traseiro
- desemb. traseiro 
- KM - 63678
- roda de liga leve   175/ 70 R13
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão).",listings,unai-mg,,,on,,,3,"LT 1.0",1.0,"Chevrolet Celta  LT 1.0     ",63678,"Rodas de liga leve|Trava elétrica|Vidro elétrico"
3,publish,20210319,23723,"Nissan Frontier",Usado,73900.00,Nissan,Frontier,,2011,2012,206055,Manual,Diesel,Prata,,,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve","http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.08.46-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.08.46-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.08.46.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.08.46-4.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.08.46-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.08.46-10.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.08.46-11.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.08.46-5.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.08.46-8.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.08.46-9.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-18-at-10.08.46-7.jpeg","FRONTIER SE 2.5 ATTACK 4X4 DIESEL MANUAL ANO 2011/2012 - R$ 73.900
- ar condicionado
- direção hidráulica
- cd Player com mp3
- airbag motorista
- airbag passageiro 
- alarme 
- vidros elétricos dianteiros
- vidros elétricos traseiros
- travas elétricas
- faróis de neblina
- faróis de milha led 
- freios ABS 
- retrovisores elétricos
- volante com regulagem de altura
- banco do motorista com ajuste de altura 
- desemb. traseiro 
- capota maritima
- estribo lado direito e esquerdo
- engate de reboque
- KM - 206055
- roda de liga leve   255/70 R16
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG",listings,,,,on,,,3,"FRONTIER SE 2.5 ATTACK",2.5,"Nissan Frontier  Frontier SE 2.5 Attack   ",206055,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Rodas de liga leve|Som mp3|Trava elétrica|Vidro elétrico"
3,publish,20210325,23847,"Fiat Strada",Usado,50900,Fiat,Strada,,2013,2013,111502,Manual,Flex,Prata,2,Picape,"Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve","http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-13.02.51-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-13.02.51-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-13.02.51.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-13.02.51-4.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-13.02.51-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-13.02.51-5.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-16.34.40.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-13.02.51-8.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-13.02.51-10.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-13.02.51-9.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-13.02.51-11.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-23-at-13.02.51-6.jpeg","STRADA ADVENTURE 1.8  CD ANO 2013/2013 - R$ 50.900
- OBS: imposto exercício de 2021 - pago
- direção hidráulica
- computador de bordo
- cd player com MP3 
- vidros elétricos dianteiros
- seta retrovisores 
- farol de neblina
- farol de milha
- airbag motorista
- airbag passageiro 
- freios ABS
- volante com regulagem de altura 
- encosto cabeça traseiro
- capota maritima
- rodas de liga leve - 205/70 R15
- engate para reboque
- KM - 111502
- estribo lado esquerdo e direito
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão).",listings,UNAI-MG,,,on,,,3,"Adventure CD 1.8",1.8,"Fiat Strada  Adventure CD 1.8    ",111502,"ABS|Air bag|Direção hidráulica|Rodas de liga leve|Som mp3|Trava elétrica|Vidro elétrico"
4,publish,20210326,23900,"Volkswagen Kombi",Usado,27000,Volkswagen,Kombi,,2010,2010,125845,Manual,Gasolina,Branco,3,Van/Utilitário,,"http://www.noroestemotors.com/wp-content/uploads/2021/03/IMG_20210326_084246773.jpg,http://www.noroestemotors.com/wp-content/uploads/2021/03/IMG_20210326_084255271.jpg,http://www.noroestemotors.com/wp-content/uploads/2021/03/IMG_20210326_084355678.jpg,http://www.noroestemotors.com/wp-content/uploads/2021/03/IMG_20210326_084347131.jpg,http://www.noroestemotors.com/wp-content/uploads/2021/03/IMG_20210326_084420372.jpg,http://www.noroestemotors.com/wp-content/uploads/2021/03/IMG_20210326_084405834.jpg",N/A,listings,Unai,,,,,,4,1.4,1.4,"Volkswagen Kombi  1.4      ",125845,
3,publish,20210329,23960,"Fiat Palio",Usado,25900,Fiat,Palio,,2014,2015,82026,Manual,Flex,Branco,2,Hatchback,"Ar condicionado,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag","http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-27-at-11.44.17-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-27-at-11.44.18-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-27-at-11.44.17-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-27-at-11.44.18.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-27-at-11.44.18-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-27-at-11.44.17-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-27-at-11.44.18-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-27-at-11.44.16.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-27-at-11.44.17.jpeg","'- ar condicionado
- direção hidráulica
- cd player com MP3 
- vidros elétricos dianteiros
- travas elétricas
- airbag motorista
- airbag passageiro 
- KM - 82026
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristovão",listings,UNAI-MG,,,on,,,3,"1.0 Fire",1.0,"Fiat Palio  1.0 Fire     ",82026,"Air bag|Ar condicionado|Direção hidráulica|Som mp3|Trava elétrica|Vidro elétrico"
3,publish,20210330,24014,"Fiat Strada",Usado,39900,Fiat,Strada,,2010,2011,110322,Manual,Flex,Vinho,2,Picape,"Alarme,Air bag","http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-18.36.41-8.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-18.36.41-9.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-18.36.41-7.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-18.36.41-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-18.36.41-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-18.36.41.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-18.36.41-6.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-18.36.41-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-18.36.41-5.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-18.36.41-4.jpeg","STRADA WORKING 1.4 CABINE DUPLA ANO 2010/2011 - R$ 39.900
- direção hidráulica
- computador de bordo
- cd player com MP3 
- vidros elétricos dianteiros
- farol de neblina
- airbag motorista
- airbag passageiro 
- volante com regulagem de altura 
- capota maritima
- KM - 110322
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão).",listings,UNAI-MG,,,on,,,3,"STRADA WORKING 1.4 CABINE DUPLA",1.4,"Fiat Strada  Strada Working 1.4 Cabine Dupla  ",110322,"Air bag|Alarme"
3,publish,20210331,24026,"Volkswagen Voyage",Usado,37900,Volkswagen,Voyage,,2013,2014,132007,Manual,Flex,Prata,4,Sedan,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag, Rodas de liga leve","http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-30-at-10.33.15.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-30-at-10.33.15-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-30-at-10.33.14.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-30-at-10.33.15-4.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-30-at-10.33.16.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-30-at-10.33.15-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-30-at-10.33.16-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-30-at-10.33.16-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-30-at-10.33.19.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-30-at-10.33.20-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-30-at-10.33.20.jpeg","VOYAGE 1.6 TREND ANO 2013/2014 - R$ 37.900
- ar condicionado
- direção hidráulica
- computador de bordo
- cd player com MP3 
- alarme 
- vidros elétricos dianteiros
- vidros elétricos traseiros
- travas elétricas
- retrovisor elétricos
- farol de neblina
- airbag motorista
- airbag passageiro 
- banco com regulagem de altura 
- encosto cabeça traseiro
- desemb. traseiro
- limpador vidro traseiro
- sensor de estacionamento
- porta mala elétrico
- roda liga leve - 175/ 70 R14
- KM - 132007
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG",listings,,,,on,,,3,"1.6 Trend",1.6,"Volkswagen Voyage  1.6 Trend     ",132007,"Air bag|Alarme|Ar condicionado|Direção hidráulica|Rodas de liga leve|Som mp3|Trava elétrica|Vidro elétrico"
3,publish,20210405,24126,"Fiat Siena",Usado,32900,Fiat,Siena,,2012,2012,96125,Manual,Flex,Prata,4,Sedan,"Ar condicionado,Alarme,Direção hidráulica,Trava elétrica, Som mp3","http://www.noroestemotors.com/wp-content/uploads/2021/04/WhatsApp-Image-2021-04-01-at-10.17.00-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/WhatsApp-Image-2021-04-01-at-10.17.00.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/WhatsApp-Image-2021-04-01-at-10.17.00-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/WhatsApp-Image-2021-04-01-at-10.17.00-8.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/WhatsApp-Image-2021-04-01-at-10.17.01-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/WhatsApp-Image-2021-04-01-at-10.17.01.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/WhatsApp-Image-2021-04-01-at-10.17.00-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/WhatsApp-Image-2021-04-01-at-10.17.00-6.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/WhatsApp-Image-2021-04-01-at-15.55.04.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/WhatsApp-Image-2021-04-01-at-16.16.31.jpeg","SIENA EL 1.4 FLEX ANO 2012/2012 - R$ 32.900
- ar-condicionado
- direção hidráulica
- computador de bordo 
- cd player com MP3 
- alarme 
- vidros elétricos dianteiros
- travas elétricas
- encosto cabeça traseiro
- desemb. traseiro
- KM - 96125
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão",listings,,,,on,,,3,"SIENA EL",1.4,"Fiat Siena  1.4 Siena EL     ",96125,"Alarme|Ar condicionado|Direção hidráulica|Som mp3|Trava elétrica"
46,publish,20210408,24185,"Ford Ecosport",Usado,69900,Ford,Ecosport,,2018,2019,58765,Automático,Flex,Branco,,SUV,"Ar condicionado,Alarme,Direção elétrica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Pintura metálica","http://www.noroestemotors.com/wp-content/uploads/2021/04/2083C1A9-28CA-4B08-A45B-1D29386CEB14.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/E332C428-C6BC-4106-85E9-BD90EF21239F.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/58EC4C88-ECC2-4FBD-AE13-BA628EEE1C49.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/CEA4BC0F-B9DF-43DC-A880-C2783065CF95.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/04/AA1EDF00-4824-445A-A7C1-5F9DEEC6C6F9.jpeg",N/A,listings,Unai,,,on,,,46,SE,1.5,"Ford Ecosport  1.5 SE      ",58765,"ABS|Air bag|Alarme|Ar condicionado|Direção elétrica|Pintura metálica|Rodas de liga leve|Som mp3|Trava elétrica|Vidro elétrico"
